airport_row_id,monitor_row_id,distance_m,distance_km,distance_band,airport_id,airport_ident,gps_code,local_code,airport_name,airport_type,airport_county_fips,airport_county_name,monitor_id,county_fips,state_name,county_name,monitor_lat,monitor_lon,same_county,is_reid_hillview
9414,557,456.78312500835534,0.45678312500835533,0-1 km,20805,KPAO,KPAO,PAO,Palo Alto Airport,medium_airport,06085,Santa Clara,060852010,06085,California,Santa Clara,37.457621,-122.112286,TRUE,FALSE
9422,268,3293.6915450900383,3.2936915450900384,3-5 km,20813,KPCZ,KPCZ,PCZ,Waupaca Municipal Airport,small_airport,55135,Waupaca,551350004,55135,Wisconsin,Waupaca,44.35288,-89.05083,TRUE,FALSE
9442,503,2198.9600425100607,2.198960042510061,1-3 km,3771,KPHL,KPHL,PHL,Philadelphia International Airport,large_airport,42045,Delaware,421010063,42101,Pennsylvania,Philadelphia,39.88294,-75.21965,FALSE,FALSE
9447,450,4283.174133665489,4.283174133665488,3-5 km,3773,KPIA,KPIA,PIA,General Wayne A. Downing Peoria International Airport,medium_airport,17143,Peoria,171430110,17143,Illinois,Peoria,40.653703,-89.643375,TRUE,FALSE
9449,44,3896.5206498747452,3.8965206498747453,3-5 km,3775,KPIE,KPIE,PIE,St. Petersburg Clearwater International Airport,large_airport,12103,Pinellas,121033005,12103,Florida,Pinellas,27.875833,-82.696389,TRUE,FALSE
9514,523,637.0617096657418,0.6370617096657418,0-1 km,3793,KPTK,KPTK,PTK,Oakland County International Airport,medium_airport,26125,Oakland,261250013,26125,Michigan,Oakland,42.667943,-83.413033,TRUE,FALSE
9550,18,4123.629286073638,4.123629286073638,3-5 km,3837,KRAL,KRAL,RAL,Riverside Municipal Airport,medium_airport,06065,Riverside,060651003,06065,California,Riverside,33.94603,-117.40063,TRUE,FALSE
9570,155,4275.069952682621,4.275069952682621,3-5 km,3842,KRDG,KRDG,RDG,Reading Regional Airport (Carl A Spaatz Field),medium_airport,42011,Berks,420111717,42011,Pennsylvania,Berks,40.377222,-75.914444,TRUE,FALSE
9570,495,4485.016985721154,4.485016985721154,3-5 km,3842,KRDG,KRDG,RDG,Reading Regional Airport (Carl A Spaatz Field),medium_airport,42011,Berks,420110020,42011,Pennsylvania,Berks,40.385981,-75.912856,TRUE,FALSE
9570,600,613.803023449608,0.6138030234496079,0-1 km,3842,KRDG,KRDG,RDG,Reading Regional Airport (Carl A Spaatz Field),medium_airport,42011,Berks,420110011,42011,Pennsylvania,Berks,40.38335,-75.9686,TRUE,FALSE
9584,558,464.03909672841684,0.4640390967284168,0-1 km,20928,KRHV,KRHV,RHV,Reid-Hillview Airport of Santa Clara County,small_airport,06085,Santa Clara,060852011,06085,California,Santa Clara,37.329841,-121.815438,TRUE,TRUE
9589,18,4972.178223823698,4.972178223823699,3-5 km,20932,KRIR,KRIR,RIR,Flabob Airport,small_airport,06065,Riverside,060651003,06065,California,Riverside,33.94603,-117.40063,TRUE,FALSE
9589,19,1195.8215555973636,1.1958215555973637,1-3 km,20932,KRIR,KRIR,RIR,Flabob Airport,small_airport,06065,Riverside,060658001,06065,California,Riverside,33.99958,-117.41601,TRUE,FALSE
9669,436,4910.691987738252,4.910691987738252,3-5 km,20996,KS24,S24,S24,Sandusky County Regional Airport,small_airport,39143,Sandusky,391430019,39143,Ohio,Sandusky,41.305556,-82.979611,TRUE,FALSE
9681,544,601.5542460630221,0.6015542460630221,0-1 km,21010,KS50,KS50,S50,Auburn Municipal Airport,small_airport,53033,King,530330029,53033,Washington,King,47.3223,-122.22604,TRUE,FALSE
9693,49,4664.09338914079,4.66409338914079,3-5 km,21023,KS83,KS83,S83,Shoshone County Airport,small_airport,16079,Shoshone,160790006,16079,Idaho,Shoshone,47.543056,-116.1275,TRUE,FALSE
9704,24,4258.249963195523,4.2582499631955235,3-5 km,3862,KSAN,KSAN,SAN,San Diego International Airport,large_airport,06073,San Diego,060731007,06073,California,San Diego,32.709224,-117.154841,TRUE,FALSE
9712,21,3607.135993554775,3.607135993554775,3-5 km,3867,KSBD,KSBD,SBD,San Bernardino International Airport,large_airport,06071,San Bernardino,060719004,06071,California,San Bernardino,34.106678,-117.274063,TRUE,FALSE
9732,263,2348.828595709493,2.348828595709493,1-3 km,3875,KSEA,KSEA,SEA,Seattle–Tacoma International Airport,large_airport,53033,King,530330020,53033,Washington,King,47.468154,-122.300679,TRUE,FALSE
9733,23,4796.294242581978,4.796294242581978,3-5 km,21047,KSEE,KSEE,SEE,Gillespie Field,small_airport,06073,San Diego,060730003,06073,California,San Diego,32.791194,-116.942092,TRUE,FALSE
9733,555,887.6033927716207,0.8876033927716207,0-1 km,21047,KSEE,KSEE,SEE,Gillespie Field,small_airport,06073,San Diego,060731021,06073,California,San Diego,32.824986,-116.962575,TRUE,FALSE
9733,610,985.2819654579906,0.9852819654579906,0-1 km,21047,KSEE,KSEE,SEE,Gillespie Field,small_airport,06073,San Diego,060731018,06073,California,San Diego,32.817978,-116.968133,TRUE,FALSE
9733,631,4832.282300029064,4.832282300029064,3-5 km,21047,KSEE,KSEE,SEE,Gillespie Field,small_airport,06073,San Diego,060731022,06073,California,San Diego,32.789565,-116.944308,TRUE,FALSE
9753,386,3184.7972315993406,3.1847972315993407,3-5 km,21063,KSGS,KSGS,SGS,South St Paul Municipal Airport/Richard E Fleming Field,small_airport,27037,Dakota,271630009,27163,Minnesota,Washington,44.84621,-92.99558,FALSE,FALSE
9753,415,4855.767189933938,4.855767189933938,3-5 km,21063,KSGS,KSGS,SGS,South St Paul Municipal Airport/Richard E Fleming Field,small_airport,27037,Dakota,271230866,27123,Minnesota,Ramsey,44.89926,-93.017080000000007,FALSE,FALSE
9753,469,2318.233690713937,2.318233690713937,1-3 km,21063,KSGS,KSGS,SGS,South St Paul Municipal Airport/Richard E Fleming Field,small_airport,27037,Dakota,271630438,27163,Minnesota,Washington,44.85711,-93.00352,FALSE,FALSE
9753,669,3221.3780996493615,3.2213780996493613,3-5 km,21063,KSGS,KSGS,SGS,South St Paul Municipal Airport/Richard E Fleming Field,small_airport,27037,Dakota,271630437,27163,Minnesota,Washington,44.879716,-93.007421,FALSE,FALSE
9765,28,4384.062929557177,4.384062929557177,3-5 km,3883,KSJC,KSJC,SJC,Norman Y. Mineta San Jose International Airport,large_airport,06085,Santa Clara,060850004,06085,California,Santa Clara,37.339666,-121.888575,TRUE,FALSE
9765,274,3390.8204279080574,3.390820427908057,3-5 km,3883,KSJC,KSJC,SJC,Norman Y. Mineta San Jose International Airport,large_airport,06085,Santa Clara,060850005,06085,California,Santa Clara,37.348497,-121.894898,TRUE,FALSE
9780,458,4256.9416179968175,4.256941617996818,3-5 km,3891,KSLN,KSLN,SLN,Salina Municipal Airport,medium_airport,20169,Saline,201690004,20169,Kansas,Saline,38.776473,-97.606494,TRUE,FALSE
9801,189,4188.518106825035,4.188518106825035,3-5 km,3896,KSPA,KSPA,SPA,Spartanburg Downtown Memorial Airport,small_airport,45083,Spartanburg,450830001,45083,South Carolina,Spartanburg,34.947726,-81.932555,TRUE,FALSE
9812,556,574.9109388512353,0.5749109388512353,0-1 km,21105,KSQL,KSQL,SQL,San Carlos Airport,medium_airport,06081,San Mateo,060812002,06081,California,San Mateo,37.508813,-122.247291,TRUE,FALSE
9812,591,645.2010672710646,0.6452010672710646,0-1 km,21105,KSQL,KSQL,SQL,San Carlos Airport,medium_airport,06081,San Mateo,060812003,06081,California,San Mateo,37.518769,-122.249353,TRUE,FALSE
9812,621,683.7537623450121,0.6837537623450121,0-1 km,21105,KSQL,KSQL,SQL,San Carlos Airport,medium_airport,06081,San Mateo,060812004,06081,California,San Mateo,37.508162,-122.246305,TRUE,FALSE
9819,585,560.8808324965053,0.5608808324965052,0-1 km,21109,KSSF,KSSF,SSF,Stinson Municipal Airport,medium_airport,48029,Bexar,480291052,48029,Texas,Bexar,29.342,-98.472,TRUE,FALSE
9828,429,3334.995060496912,3.334995060496912,3-5 km,3906,KSTP,KSTP,STP,Saint Paul Downtown Holman Field,medium_airport,27123,Ramsey,271230871,27123,Minnesota,Ramsey,44.95939,-93.03587,TRUE,FALSE
9828,617,1020.230919181095,1.020230919181095,1-3 km,3906,KSTP,KSTP,STP,Saint Paul Downtown Holman Field,medium_airport,27123,Ramsey,271231903,27123,Minnesota,Ramsey,44.927318,-93.067534,TRUE,FALSE
9828,626,4471.722608402193,4.471722608402193,3-5 km,3906,KSTP,KSTP,STP,Saint Paul Downtown Holman Field,medium_airport,27123,Ramsey,271231907,27123,Minnesota,Ramsey,44.971539,-93.082984,TRUE,FALSE
9828,633,896.4067681086547,0.8964067681086546,0-1 km,3906,KSTP,KSTP,STP,Saint Paul Downtown Holman Field,medium_airport,27123,Ramsey,271230818,27123,Minnesota,Ramsey,44.926753,-93.059292,TRUE,FALSE
9828,655,1021.0523285468626,1.0210523285468625,1-3 km,3906,KSTP,KSTP,STP,Saint Paul Downtown Holman Field,medium_airport,27123,Ramsey,271230875,27123,Minnesota,Ramsey,44.9271,-93.0671,TRUE,FALSE
9828,665,3566.4187264980997,3.5664187264980995,3-5 km,3906,KSTP,KSTP,STP,Saint Paul Downtown Holman Field,medium_airport,27123,Ramsey,271230890,27123,Minnesota,Ramsey,44.9667,-93.0642,TRUE,FALSE
9924,437,2568.48451751642,2.56848451751642,1-3 km,3921,KTIK,KTIK,TIK,Tinker Air Force Base,medium_airport,40109,Oklahoma,401090041,40109,Oklahoma,Oklahoma,35.437641,-97.387254,TRUE,FALSE
9924,535,4216.216971132868,4.216216971132868,3-5 km,3921,KTIK,KTIK,TIK,Tinker Air Force Base,medium_airport,40109,Oklahoma,401090042,40109,Oklahoma,Oklahoma,35.380316,-97.40572,TRUE,FALSE
10085,443,935.4532299587152,0.9354532299587152,0-1 km,21333,KVNY,KVNY,VNY,Van Nuys Airport,medium_airport,06037,Los Angeles,060371402,06037,California,Los Angeles,34.21793,-118.48757,TRUE,FALSE
10134,327,3887.0101026502466,3.8870101026502466,3-5 km,3951,KWRB,KWRB,WRB,Robins Air Force Base,medium_airport,13153,Houston,131530001,13153,Georgia,Houston,32.6056,-83.5978,TRUE,FALSE
10192,521,3612.2787858340607,3.612278785834061,3-5 km,21432,KY94,NA,Y94,East Jordan City Airport,small_airport,26029,Charlevoix,260290011,26029,Michigan,Charlevoix,45.160235,-85.127696,TRUE,FALSE
10473,462,4602.110929762945,4.602110929762945,3-5 km,22069,MI56,NA,56C,Boulder Canyon Airport,small_airport,26067,Ionia,260670003,26067,Michigan,Ionia,43.099943,-85.222266,TRUE,FALSE
10473,522,4657.345784837727,4.657345784837727,3-5 km,22069,MI56,NA,56C,Boulder Canyon Airport,small_airport,26067,Ionia,260670002,26067,Michigan,Ionia,43.10172,-85.22327,TRUE,FALSE
10646,527,2681.800452469102,2.6818004524691017,1-3 km,22390,MS90,MS90,MS90,Flowood Industrial Airport,small_airport,28121,Rankin,280490019,28049,Mississippi,Hinds,32.33037,-90.166201,FALSE,FALSE
10646,596,3961.7825787521615,3.9617825787521617,3-5 km,22390,MS90,MS90,MS90,Flowood Industrial Airport,small_airport,28121,Rankin,280490020,28049,Mississippi,Hinds,32.329111,-90.182722,FALSE,FALSE
10757,468,4613.905704943164,4.613905704943164,3-5 km,22614,MY47,MY47,MY47,Guggenberger Airport,small_airport,27145,Stearns,271453053,27145,Minnesota,Stearns,45.564637,-94.226345,TRUE,FALSE
11388,422,4532.62663214875,4.53262663214875,3-5 km,23765,OK21,OK21,OK21,Longs Airport North Airport,small_airport,40097,Mayes,400970187,40097,Oklahoma,Mayes,36.292941,-95.303409,TRUE,FALSE
11519,148,3133.8285719887217,3.1338285719887216,3-5 km,23940,OR90,OR90,OR90,Lafayette Airstrip,small_airport,41071,Yamhill,410711702,41071,Oregon,Yamhill,45.230123,-123.163513,TRUE,FALSE
11540,489,4493.902360403388,4.493902360403388,3-5 km,23992,PA21,PA21,PA21,West Middlesex Airport,small_airport,42085,Mercer,391550012,39155,Ohio,Trumbull,41.172787,-80.555638,FALSE,FALSE
11611,513,3843.4780264347296,3.8434780264347297,3-5 km,5355,PAED,PAED,EDF,Elmendorf Air Force Base,medium_airport,02020,Anchorage,020200051,02020,Alaska,Anchorage,61.215497,-149.830175,TRUE,FALSE
11685,513,878.1042795771839,0.8781042795771838,0-1 km,5386,PAMR,PAMR,MRI,Merrill Field,medium_airport,02020,Anchorage,020200051,02020,Alaska,Anchorage,61.215497,-149.830175,TRUE,FALSE
11759,441,1029.0070538349987,1.0290070538349987,1-3 km,5423,PAWN,PAWN,WTK,Noatak Airport,small_airport,02188,Northwest Arctic,021880001,02188,Alaska,Northwest Arctic,67.5701,-162.968,TRUE,FALSE
11791,562,2651.8520189699907,2.651852018969991,1-3 km,5447,PHJR,PHJR,JRF,Kalaeloa Airport,medium_airport,15003,Honolulu,150030010,15003,Hawaii,Honolulu,21.323745,-158.088613,TRUE,FALSE
11822,599,3634.26452013123,3.6342645201312296,3-5 km,24145,PN37,PN37,PN37,Fino Airport,small_airport,42007,Beaver,420070727,42007,Pennsylvania,Beaver,40.6119,-80.500451,TRUE,FALSE
11898,545,759.2564354830095,0.7592564354830095,0-1 km,24376,S43,S43,S43,Harvey Field,small_airport,53061,Snohomish,530610013,53061,Washington,Snohomish,47.90208,-122.10039,TRUE,FALSE
11949,304,4292.5327966798095,4.29253279667981,3-5 km,24459,SC61,SC61,SC61,Wild Irish Rose Airport,small_airport,45025,Chesterfield,450250001,45025,South Carolina,Chesterfield,34.615367,-80.198787,TRUE,FALSE
12217,195,3930.2582707365495,3.9302582707365494,3-5 km,24959,TN43,TN43,TN43,Isle-A-Port STOLport,small_airport,47157,Shelby,471570044,47157,Tennessee,Shelby,35.0875,-90.0725,TRUE,FALSE
12217,196,4026.2771495555785,4.026277149555579,3-5 km,24959,TN43,TN43,TN43,Isle-A-Port STOLport,small_airport,47157,Shelby,471570045,47157,Tennessee,Shelby,35.08648,-90.071759,TRUE,FALSE
12242,201,4316.732961497831,4.316732961497831,3-5 km,25011,TN97,TN97,TN97,Triune Airfield,small_airport,47149,Rutherford,471870100,47187,Tennessee,Williamson,35.802321,-86.660263,FALSE,FALSE
12242,202,4316.732961497831,4.316732961497831,3-5 km,25011,TN97,TN97,TN97,Triune Airfield,small_airport,47149,Rutherford,471870102,47187,Tennessee,Williamson,35.802321,-86.660263,FALSE,FALSE
12242,203,4177.274478724351,4.1772744787243505,3-5 km,25011,TN97,TN97,TN97,Triune Airfield,small_airport,47149,Rutherford,471870104,47187,Tennessee,Williamson,35.801766,-86.658596,FALSE,FALSE
12242,204,4782.52393013153,4.782523930131529,3-5 km,25011,TN97,TN97,TN97,Triune Airfield,small_airport,47149,Rutherford,471871101,47187,Tennessee,Williamson,35.799543,-86.664985,FALSE,FALSE
12528,261,4775.922422104643,4.775922422104643,3-5 km,321935,US-0368,WA81,WA81,Evergreen North-South Airpark,small_airport,53011,Clark,530110013,53011,Washington,Clark,45.648333,-122.586944,TRUE,FALSE
12693,580,2508.7959431461845,2.5087959431461844,1-3 km,325427,US-0710,19PN,19PN,Walnut Grove Airport,small_airport,42071,Lancaster,420710009,42071,Pennsylvania,Lancaster,40.108944,-76.472235,TRUE,FALSE
12950,83,3920.1602028647358,3.9201602028647358,3-5 km,20062,US-12649,NA,KHLM,Park Township Airport,small_airport,26139,Ottawa,261390009,26139,Michigan,Ottawa,42.790023,-86.114485,TRUE,FALSE
12950,250,4206.025255522571,4.206025255522571,3-5 km,20062,US-12649,NA,KHLM,Park Township Airport,small_airport,26139,Ottawa,261390010,26139,Michigan,Ottawa,42.797245,-86.11032,TRUE,FALSE
13252,117,4008.604522101252,4.008604522101252,3-5 km,337227,US-1985,MT46,MT46,M4 Strip,small_airport,30043,Jefferson,300490726,30049,Montana,Lewis and Clark,46.580179,-111.911432,FALSE,FALSE
13866,235,2719.968080007448,2.719968080007448,1-3 km,345306,US-4403,NA,NA,Soboba Flight Park Gliderport,small_airport,06065,Riverside,060653011,06065,California,Riverside,33.796533,-116.974417,TRUE,NA
14365,394,3345.978832978874,3.345978832978874,3-5 km,350078,US-5873,NA,NA,Kearney Airport,small_airport,06019,Fresno,060193002,06019,California,Fresno,36.607171,-119.540683,TRUE,NA
14496,501,4606.350749829671,4.606350749829671,3-5 km,351166,US-6312,9PA3,9PA3,McMillin Landingstrip,small_airport,42073,Lawrence,420730011,42073,Pennsylvania,Lawrence,40.860031,-80.279092,TRUE,FALSE
15373,195,2041.6275691992141,2.041627569199214,1-3 km,537902,US-8731,NA,NA,Treasure Island Airport,small_airport,47157,Shelby,471570044,47157,Tennessee,Shelby,35.0875,-90.0725,TRUE,NA
15373,196,2141.270466993626,2.141270466993626,1-3 km,537902,US-8731,NA,NA,Treasure Island Airport,small_airport,47157,Shelby,471570045,47157,Tennessee,Shelby,35.08648,-90.071759,TRUE,NA
15747,508,3881.6583399747738,3.881658339974774,3-5 km,25575,W24,W24,W24,Falwell Airport,small_airport,51680,Lynchburg,510090007,51009,Virginia,Amherst,37.41222,-79.116233,FALSE,FALSE
509,313,3527.5052154799537,3.5275052154799535,0-4 km,7382,0N6,NA,28DE,Albanna Aviation Airport,small_airport,10001,Kent,100010002,10001,Delaware,Kent,38.986681,-75.556818,TRUE,FALSE
563,601,3466.35218355525,3.46635218355525,0-4 km,7488,0PN2,0PN2,0PN2,Flying Acres Airport,small_airport,42019,Butler,420190020,42019,Pennsylvania,Butler,41.0632,-80.0309,TRUE,FALSE
910,499,1629.7204352368594,1.6297204352368595,0-4 km,8115,18PN,18PN,18PN,Spud View Airport,small_airport,42055,Franklin,420550002,42055,Pennsylvania,Franklin,40.059828,-77.710608,TRUE,FALSE
1696,524,3922.0011669461655,3.9220011669461656,0-4 km,9554,2MI8,2MI8,2MI8,Vassar Field,small_airport,26157,Tuscola,261570001,26157,Michigan,Tuscola,43.368605,-83.569065,TRUE,FALSE
1815,182,2544.347338748987,2.544347338748987,0-4 km,9752,2SC8,2SC8,2SC8,Gaston Airport,small_airport,45063,Lexington,450630005,45063,South Carolina,Lexington,33.785602,-81.119776,TRUE,FALSE
2066,386,3699.870203072891,3.699870203072891,0-4 km,10151,35MN,35MN,35MN,Wipline Airport,small_airport,27037,Dakota,271630009,27163,Minnesota,Washington,44.84621,-92.99558,FALSE,FALSE
3927,26,2221.845679611351,2.221845679611351,0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,San Joaquin,060771002,06077,California,San Joaquin,37.950741,-121.268523,TRUE,FALSE
3927,657,3555.0756939666953,3.555075693966695,0-4 km,13222,6CL8,6CL8,6CL8,Harley Airport,small_airport,06077,San Joaquin,060771003,06077,California,San Joaquin,37.961578,-121.281414,TRUE,FALSE
3979,305,3150.86049334997,3.15086049334997,0-4 km,13317,6J6,6J6,6J6,Edgefield County Airport,small_airport,45037,Edgefield,450370001,45037,South Carolina,Edgefield,33.739963,-81.853635,TRUE,FALSE
4687,381,1174.9799858970305,1.1749799858970305,0-4 km,14568,82LA,82LA,82LA,Fisher's Field,small_airport,22087,St. Bernard,220870004,22087,Louisiana,St. Bernard,29.939614,-89.923883,TRUE,FALSE
6500,67,3599.1269392396644,3.5991269392396643,0-4 km,18125,IN56,IN56,IN56,Carroll's Airpark,small_airport,18035,Delaware,180350008,18035,Indiana,Delaware,40.157952,-85.420984,TRUE,FALSE
6500,68,3808.0290741908725,3.8080290741908724,0-4 km,18125,IN56,IN56,IN56,Carroll's Airpark,small_airport,18035,Delaware,180350009,18035,Indiana,Delaware,40.158417,-85.415021,TRUE,FALSE
6945,179,3347.682019721137,3.347682019721137,0-4 km,18707,K3J0,NA,3J0,Hampton County Airport,small_airport,45049,Hampton,450490001,45049,South Carolina,Hampton,32.875572,-81.115305,TRUE,FALSE
7433,568,848.90789699645,0.84890789699645,0-4 km,3360,KACK,KACK,ACK,Nantucket Memorial Airport,medium_airport,25019,Nantucket,250190001,25019,Massachusetts,Nantucket,41.260556,-70.058333,TRUE,FALSE
7500,570,866.924477130158,0.8669244771301581,0-4 km,19281,KANE,KANE,ANE,Anoka County-Blaine (Janes Field) Airport,small_airport,27003,Anoka,270031002,27003,Minnesota,Anoka,45.13768,-93.207615,TRUE,FALSE
7511,445,297.7742527894553,0.2977742527894553,0-4 km,19291,KAPA,KAPA,APA,Centennial Airport,medium_airport,08005,Arapahoe,080050007,08005,Colorado,Arapahoe,39.572756,-104.848992,TRUE,FALSE
7533,384,3463.1148872325425,3.4631148872325426,0-4 km,19307,KASD,KASD,ASD,Slidell Airport,small_airport,22103,St. Tammany,221038400,22103,Louisiana,St. Tammany,30.31445,-89.81415,TRUE,FALSE
7560,502,2328.6536675008824,2.328653667500882,0-4 km,3388,KAVP,KAVP,AVP,Wilkes-Barre/Scranton International Airport,medium_airport,42079,Luzerne,420790036,42079,Pennsylvania,Luzerne,41.348869,-75.747322,TRUE,FALSE
7643,300,3776.1577065448146,3.7761577065448146,0-4 km,3414,KBKL,KBKL,BKL,Burke Lakefront Airport,medium_airport,39035,Cuyahoga,390350069,39035,Ohio,Cuyahoga,41.519003,-81.637754,TRUE,FALSE
7643,532,2869.3768288416086,2.8693768288416086,0-4 km,3414,KBKL,KBKL,BKL,Burke Lakefront Airport,medium_airport,39035,Cuyahoga,390350060,39035,Ohio,Cuyahoga,41.492117,-81.678449,TRUE,FALSE
7821,140,3105.6207519927348,3.105620751992735,0-4 km,3454,KCLE,KCLE,CLE,Cleveland Hopkins International Airport,large_airport,39035,Cuyahoga,390351003,39035,Ohio,Cuyahoga,41.416439,-81.812913,TRUE,FALSE
7829,246,3127.247828016689,3.1272478280166887,0-4 km,19516,KCLW,KCLW,CLW,Clearwater Air Park,small_airport,12103,Pinellas,121031008,12103,Florida,Pinellas,28.000297,-82.776213,TRUE,FALSE
7853,465,1615.5050114925323,1.6155050114925322,0-4 km,19535,KCOQ,KCOQ,COQ,Cloquet Carlton County Airport,small_airport,27017,Carlton,270177416,27017,Minnesota,Carlton,46.70527,-92.52377,TRUE,FALSE
7859,410,3800.5797073765993,3.8005797073765994,0-4 km,19539,KCPM,KCPM,CPM,Compton Woodley Airport,small_airport,06037,Los Angeles,060371302,06037,California,Los Angeles,33.901389,-118.205,TRUE,FALSE
7873,554,773.2967330532625,0.7732967330532625,0-4 km,19552,KCRQ,KCRQ,CRQ,McClellan-Palomar Airport,medium_airport,06073,San Diego,060731020,06073,California,San Diego,33.128569,-117.271665,TRUE,FALSE
7873,611,762.8046417740065,0.7628046417740065,0-4 km,19552,KCRQ,KCRQ,CRQ,McClellan-Palomar Airport,medium_airport,06073,San Diego,060731023,06073,California,San Diego,33.130897,-117.272389,TRUE,FALSE
7876,638,3861.2028921196475,3.8612028921196475,0-4 km,3467,KCRW,KCRW,CRW,Yeager Airport,medium_airport,54039,Kanawha,540390020,54039,West Virginia,Kanawha,38.346258,-81.621161,TRUE,FALSE
7880,329,1483.174668690561,1.483174668690561,0-4 km,3468,KCSG,KCSG,CSG,Columbus Airport,medium_airport,13215,Muscogee,132155000,13215,Georgia,Muscogee,32.503272,-84.942035,TRUE,FALSE
7889,186,2765.842629660339,2.7658426296603387,0-4 km,19564,KCUB,KCUB,CUB,Jim Hamilton L.B. Owens Airport,medium_airport,45079,Richland,450790014,45079,South Carolina,Richland,33.984969,-81.019667,TRUE,FALSE
7889,260,3543.597181500939,3.543597181500939,0-4 km,19564,KCUB,KCUB,CUB,Jim Hamilton L.B. Owens Airport,medium_airport,45079,Richland,450790019,45079,South Carolina,Richland,33.991509,-81.024141,TRUE,FALSE
7907,8,2888.9047918463875,2.8889047918463877,0-4 km,3474,KCXL,KCXL,CXL,Calexico International Airport,small_airport,06025,Imperial,060250005,06025,California,Imperial,32.67618,-115.48307,TRUE,FALSE
7953,540,2991.57341465041,2.9915734146504103,0-4 km,3479,KDAL,KDAL,DAL,Dallas Love Field,large_airport,48113,Dallas,481130069,48113,Texas,Dallas,32.820061,-96.860117,TRUE,FALSE
7961,548,785.7203740840171,0.7857203740840171,0-4 km,19618,KDCU,KDCU,DCU,Pryor Field Regional Airport,small_airport,01083,Limestone,010830005,01083,Alabama,Limestone,34.645848,-86.947311,TRUE,FALSE
7970,89,2547.9262554788374,2.5479262554788376,0-4 km,3487,KDET,KDET,DET,Coleman A. Young Municipal Airport,medium_airport,26163,Wayne,261630019,26163,Michigan,Wayne,42.43084,-83.000138,TRUE,FALSE
7983,308,3393.1655078252684,3.3931655078252683,0-4 km,19635,KDKX,KDKX,DKX,Knoxville Downtown Island Airport,small_airport,47093,Knox,470930022,47093,Tennessee,Knox,35.968734,-83.911379,TRUE,FALSE
7984,169,3272.699664116673,3.272699664116673,0-4 km,19636,KDLC,KDLC,DLC,Dillon County Airport,small_airport,45033,Dillon,450330001,45033,South Carolina,Dillon,34.420552,-79.37651,TRUE,FALSE
8001,593,3838.459474339295,3.838459474339295,0-4 km,19648,KDPA,KDPA,DPA,Dupage Airport,medium_airport,17043,DuPage,170890113,17089,Illinois,Kane,41.884417,-88.282692,FALSE,FALSE
8030,442,524.626347223124,0.524626347223124,0-4 km,19672,KDVT,KDVT,DVT,Phoenix Deer Valley Airport,small_airport,04013,Maricopa,040134018,04013,Arizona,Maricopa,33.68449,-112.08633,TRUE,FALSE
8172,314,3599.0960006814266,3.5990960006814268,0-4 km,19783,KEVY,KEVY,EVY,Summit Airport,small_airport,10003,New Castle,100031007,10003,Delaware,New Castle,39.551279,-75.732015,TRUE,FALSE
8297,575,930.2261933876892,0.9302261933876893,0-4 km,3539,KFRG,KFRG,FRG,Republic Airport,medium_airport,36103,Suffolk,361030005,36103,New York,Suffolk,40.73669,-73.41664,TRUE,FALSE
8432,326,3356.6416335032654,3.3566416335032656,0-4 km,19986,KGVL,KGVL,GVL,Lee Gilmer Memorial Airport,small_airport,13139,Hall,131390003,13139,Georgia,Hall,34.2993,-83.8134,TRUE,FALSE
8447,70,3785.7557761806697,3.78575577618067,0-4 km,3575,KGYY,KGYY,GYY,Gary/Chicago International Airport,medium_airport,18089,Lake,180890025,18089,Indiana,Lake,41.613086,-87.458651,TRUE,FALSE
8500,16,3236.4294436807395,3.2364294436807395,0-4 km,3578,KHHR,KHHR,HHR,Jack Northrop Field Hawthorne Municipal Airport,medium_airport,06037,Los Angeles,060375001,06037,California,Los Angeles,33.92288,-118.37026,TRUE,FALSE
8511,596,3745.5882357432224,3.7455882357432224,0-4 km,20058,KHKS,KHKS,HKS,Hawkins Field,small_airport,28049,Hinds,280490020,28049,Mississippi,Hinds,32.329111,-90.182722,TRUE,FALSE
8574,530,1178.3992665959752,1.1783992665959753,0-4 km,20104,KHWV,KHWV,HWV,Brookhaven Calabro Airport,small_airport,36103,Suffolk,361030024,36103,New York,Suffolk,40.8129,-72.8621,TRUE,FALSE
8675,222,2924.8169145086385,2.9248169145086385,0-4 km,20191,KISW,KISW,ISW,Alexander Field South Wood County Airport,small_airport,55141,Wood,551410016,55141,Wisconsin,Wood,44.382465,-89.819291,TRUE,FALSE
8708,475,3694.19596682957,3.69419596682957,0-4 km,3623,KJLN,KJLN,JLN,Joplin Regional Airport,medium_airport,29097,Jasper,290970005,29097,Missouri,Jasper,37.170016,-94.4633,TRUE,FALSE
8804,344,2496.4504133682613,2.4964504133682612,0-4 km,3632,KLAX,KLAX,LAX,Los Angeles International Airport,large_airport,06037,Los Angeles,060375005,06037,California,Los Angeles,33.95507,-118.43049,TRUE,FALSE
8829,15,3702.990378616771,3.702990378616771,0-4 km,3644,KLGB,KLGB,LGB,Long Beach International Airport,large_airport,06037,Los Angeles,060374002,06037,California,Los Angeles,33.82376,-118.18921,TRUE,FALSE
8829,312,3571.6783798326433,3.5716783798326435,0-4 km,3644,KLGB,KLGB,LGB,Long Beach International Airport,large_airport,06037,Los Angeles,060374004,06037,California,Los Angeles,33.79236,-118.17533,TRUE,FALSE
